id,name,price,discount,company,category,specification/description,details,ratings,number of ratings,stock
903.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",69657.908,40.65,DevicePro,Gaming,Durable design,New arrival,2.5,231.0,11.0
92.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",24197.93357,24.98160475,AlphaTech,Gaming,High performance,New arrival,2.7,951.0,96.0
952.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",35178.22605,24.98160475,AlphaTech,Imaging,High resolution,Limited stock,1.1,23.0,74.0
954.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",14411.93395,24.98160475,DevicePro,Imaging,High resolution,Free shipping,1.4,9.0,5.0
169.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",93919.7132,40.65,InnovateX,Wearables,User-friendly interface,Exclusive deal,1.4,446.0,67.0
251.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",43547.27822,24.98160475,QuantumGear,Gaming,High resolution,Available in multiple colors,3.4,356.0,91.0
402.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",55520.2141,24.98160475,PixelDynamics,Imaging,High quality audio,Highly rated,1.2,446.0,74.0
977.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",6616.022314,24.98160475,PixelDynamics,Computers,High quality audio,Best seller,4.9,513.0,80.0
979.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",65034.3056,40.65,GadgetWorld,Computers,Long battery life,1 year warranty,2.4,702.0,68.0
1004.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",50656.72392,9.19,NextGen,Imaging,Lightweight,Exclusive deal,1.1,716.0,84.0
1015.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",101078.0683,9.19,GearMax,Computers,Fast charging,Best seller,4.3,271.0,1.0
1048.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",103590.2013,24.98160475,GearMax,Computers,High resolution,1 year warranty,1.3,684.0,24.0
131.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",10170.69395,24.98160475,NextGen,Accessories,Compact and portable,Free shipping,4.3,289.0,27.0
42.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",7796.216,40.65,PixelDynamics,Peripherals,Durable design,Highly rated,2.1,958.0,72.0
181.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",53744.5112,40.65,TechCorp,Gaming,Advanced features,Customer favorite,4.5,858.0,36.0
1081.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",24807.68309,24.98160475,QuantumGear,Accessories,High resolution,30-day return policy,1.3,862.0,21.0
1103.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",23471.84232,9.19,InnovateX,Computers,Compact and portable,30-day return policy,1.8,745.0,56.0
161.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",81305.7016,40.65,NextGen,Computers,Advanced features,Highly rated,4.4,842.0,46.0
1116.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",57474.29326,24.98160475,ElectroHub,Peripherals,High resolution,Exclusive deal,2.9,798.0,96.0
50.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",80805.61433,24.98160475,QuantumGear,Storage,High performance,1 year warranty,1.0,176.0,70.0
1172.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",8585.705299,24.98160475,DevicePro,Accessories,Lightweight,Highly rated,3.5,719.0,14.0
489.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",41989.4128,40.65,GadgetWorld,Accessories,Long battery life,Free shipping,2.5,415.0,11.0
1190.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",110872.9871,24.98160475,ElectroHub,Computers,High resolution,Best seller,2.9,88.0,6.0
1191.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",117795.0845,24.98160475,PixelDynamics,Gaming,Compact and portable,Customer favorite,1.9,407.0,95.0
233.0,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",26680.14223,24.98160475,GearMax,Wearables,High performance,New arrival,5.0,858.0,78.0
624.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",40865.5612,40.65,GearMax,Peripherals,High performance,Exclusive deal,1.1,58.0,37.0
353.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",45685.256,40.65,GadgetWorld,Electronics,Compact and portable,Highly rated,4.3,798.0,97.0
508.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",79412.1992,40.65,TechCorp,Storage,High performance,Available in multiple colors,3.9,736.0,91.0
509.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",72467.2996,40.65,GearMax,Computers,High resolution,1 year warranty,4.3,253.0,39.0
640.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",88463.7864,40.65,PixelDynamics,Imaging,Long battery life,Best seller,3.2,661.0,96.0
662.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",46578.02139,24.98160475,NextGen,Audio,High performance,Free shipping,3.1,991.0,13.0
140.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",100885.9382,24.98160475,DevicePro,Storage,Long battery life,Free shipping,3.3,595.0,50.0
21.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",57404.07604,24.98160475,DevicePro,Computers,Advanced features,Exclusive deal,1.9,990.0,23.0
717.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",45521.16224,24.98160475,GadgetWorld,Wearables,High resolution,30-day return policy,2.8,579.0,17.0
382.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",26445.8852,40.65,ElectroHub,Accessories,High resolution,Limited stock,2.3,26.0,90.0
186.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",41081.1204,40.65,InnovateX,Imaging,Advanced features,Customer favorite,3.8,578.0,48.0
737.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",25757.1159,24.98160475,ElectroHub,Peripherals,Compact and portable,Limited stock,1.5,672.0,75.0
741.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",79796.76695,24.98160475,ElectroHub,Gaming,Long battery life,1 year warranty,2.0,720.0,44.0
755.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",70728.1072,40.65,NextGen,Peripherals,Durable design,New arrival,1.5,49.0,16.0
767.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",11864.3024,40.65,AlphaTech,Peripherals,Advanced features,1 year warranty,4.5,332.0,10.0
784.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",9087.672,40.65,InnovateX,Gaming,Durable design,Highly rated,3.9,826.0,94.0
788.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",31732.18104,24.98160475,DevicePro,Electronics,High performance,30-day return policy,4.4,942.0,55.0
12.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",29731.976,40.65,AlphaTech,Audio,High performance,Exclusive deal,4.5,310.0,73.0
792.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",37304.0864,40.65,DevicePro,Storage,Durable design,Highly rated,1.1,54.0,27.0
798.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",15629.63254,24.98160475,GearMax,Audio,Compact and portable,Exclusive deal,4.9,549.0,31.0
526.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",81306.73721,24.98160475,AlphaTech,Wearables,Fast charging,Available in multiple colors,3.5,696.0,36.0
821.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",70796.96011,24.98160475,NextGen,Computers,Compact and portable,New arrival,3.2,418.0,0.0
82.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",79838.0948,40.65,NextGen,Electronics,High resolution,Exclusive deal,1.2,644.0,36.0
389.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",91890.8928,40.65,GadgetWorld,Peripherals,User-friendly interface,Limited stock,3.8,587.0,54.0
440.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",13470.9032,24.98160475,NextGen,Computers,High quality audio,Limited stock,2.0,929.0,76.0
839.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",31055.2436,40.65,AlphaTech,Accessories,High performance,Customer favorite,1.9,653.0,99.0
17.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",65960.6404,40.65,InnovateX,Computers,Advanced features,Customer favorite,4.6,16.0,43.0
862.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",6837.476616,24.98160475,NextGen,Wearables,High quality audio,Free shipping,4.5,249.0,55.0
532.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",9338.8412,40.65,InnovateX,Networking,User-friendly interface,Highly rated,2.4,102.0,62.0
917.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",72898.418,40.65,ElectroHub,Audio,User-friendly interface,30-day return policy,3.4,965.0,72.0
920.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",59476.2968,40.65,NextGen,Networking,Compact and portable,30-day return policy,4.4,937.0,89.0
591.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",4535.2896,40.65,ElectroHub,Gaming,Advanced features,Best seller,2.9,756.0,55.0
117.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",14516.9597,24.98160475,InnovateX,Wearables,Lightweight,Highly rated,2.7,598.0,8.0
947.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",37958.1077,24.98160475,InnovateX,Imaging,Compact and portable,Best seller,2.6,815.0,20.0
975.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",23226.89546,24.98160475,TechCorp,Storage,Lightweight,Best seller,3.7,146.0,1.0
431.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",84131.6299,24.98160475,NextGen,Accessories,Lightweight,Available in multiple colors,2.3,652.0,13.0
995.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",37352.516,40.65,DevicePro,Storage,High quality audio,30-day return policy,3.5,673.0,40.0
475.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",99843.4826,24.98160475,QuantumGear,Accessories,Durable design,Customer favorite,4.0,197.0,40.0
1041.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",7050.528859,24.98160475,ElectroHub,Imaging,High resolution,Highly rated,2.7,510.0,23.0
346.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",70325.4768,40.65,GadgetWorld,Storage,High quality audio,Best seller,1.2,64.0,52.0
1064.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",24196.73328,24.98160475,InnovateX,Electronics,Long battery life,30-day return policy,2.7,898.0,17.0
1067.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",94571.18978,24.98160475,QuantumGear,Electronics,High resolution,Best seller,4.8,119.0,61.0
1080.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",129675.227,9.19,AlphaTech,Audio,Compact and portable,New arrival,2.9,327.0,47.0
1093.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",26211.4273,24.98160475,QuantumGear,Gaming,Advanced features,Customer favorite,4.6,955.0,61.0
1106.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",7135.48656,9.19,PixelDynamics,Audio,High quality audio,Customer favorite,2.8,809.0,19.0
556.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",28538.79799,24.98160475,GearMax,Electronics,Advanced features,Customer favorite,1.7,781.0,72.0
1124.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",80491.13722,24.98160475,GearMax,Wearables,High performance,Limited stock,4.1,409.0,40.0
1128.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",80549.35149,24.98160475,ElectroHub,Electronics,High performance,30-day return policy,1.3,4.0,13.0
1159.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",73428.966,9.19,InnovateX,Imaging,Advanced features,Available in multiple colors,1.4,959.0,43.0
308.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",102715.1868,24.98160475,GearMax,Gaming,High quality audio,Limited stock,3.2,878.0,23.0
1195.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",31376.6712,9.19,TechCorp,Wearables,High quality audio,New arrival,1.8,89.0,79.0
352.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",78706.6464,40.65,QuantumGear,Imaging,Compact and portable,30-day return policy,3.4,115.0,27.0
1200.0,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",112734.0435,24.98160475,QuantumGear,Networking,Lightweight,30-day return policy,2.2,871.0,58.0
675.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",84388.49289,24.98160475,GearMax,Accessories,Fast charging,30-day return policy,2.4,505.0,3.0
615.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",32018.45124,24.98160475,DevicePro,Accessories,Fast charging,1 year warranty,1.4,153.0,61.0
567.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",92473.67545,24.98160475,GearMax,Peripherals,High quality audio,Free shipping,3.6,478.0,34.0
739.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",34585.28065,24.98160475,DevicePro,Computers,High resolution,Customer favorite,1.6,578.0,38.0
570.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",18911.7588,40.65,NextGen,Imaging,User-friendly interface,Exclusive deal,3.4,505.0,4.0
438.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",117756.6751,24.98160475,PixelDynamics,Gaming,High resolution,Available in multiple colors,1.5,109.0,88.0
772.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",62685.97121,24.98160475,AlphaTech,Gaming,Advanced features,Exclusive deal,2.9,13.0,4.0
773.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",20279.6576,40.65,PixelDynamics,Electronics,Compact and portable,Limited stock,3.9,726.0,50.0
777.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",56654.49224,24.98160475,QuantumGear,Imaging,High quality audio,New arrival,1.8,713.0,76.0
782.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",84391.9016,40.65,ElectroHub,Audio,Fast charging,Exclusive deal,1.5,560.0,1.0
460.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",66266.8864,40.65,PixelDynamics,Imaging,Fast charging,30-day return policy,2.3,715.0,57.0
631.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",39014.96685,24.98160475,ElectroHub,Electronics,User-friendly interface,30-day return policy,4.7,557.0,12.0
797.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",21753.9116,40.65,GearMax,Accessories,Durable design,Limited stock,2.9,205.0,64.0
804.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",55076.8,40.65,TechCorp,Networking,High quality audio,Customer favorite,4.5,167.0,43.0
524.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",70390.5244,40.65,NextGen,Peripherals,Compact and portable,Customer favorite,3.6,25.0,29.0
295.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",92153.19687,24.98160475,PixelDynamics,Electronics,Durable design,30-day return policy,1.3,117.0,99.0
387.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",64580.3968,40.65,AlphaTech,Wearables,Long battery life,Exclusive deal,3.6,413.0,22.0
461.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",25800.632,40.65,ElectroHub,Gaming,Long battery life,Customer favorite,2.7,305.0,53.0
312.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",72959.1924,40.65,GadgetWorld,Wearables,High resolution,Highly rated,2.3,606.0,79.0
114.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",41958.5508,40.65,TechCorp,Imaging,User-friendly interface,Best seller,1.3,775.0,49.0
215.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",108200.5318,24.98160475,TechCorp,Accessories,Lightweight,Best seller,1.5,584.0,95.0
886.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",80102.5584,40.65,NextGen,Computers,Advanced features,1 year warranty,3.9,976.0,50.0
894.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",54412.5548,40.65,AlphaTech,Peripherals,High performance,Limited stock,4.3,258.0,99.0
396.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",15019.88302,24.98160475,AlphaTech,Imaging,High quality audio,Exclusive deal,1.4,673.0,77.0
275.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",16724.90111,24.98160475,InnovateX,Computers,Fast charging,Highly rated,4.8,283.0,41.0
339.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",22430.0268,40.65,NextGen,Imaging,High resolution,Available in multiple colors,4.8,3.0,31.0
951.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",52678.5852,40.65,AlphaTech,Peripherals,High quality audio,Best seller,2.8,781.0,77.0
593.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",30090.9248,40.65,PixelDynamics,Electronics,Advanced features,New arrival,4.5,156.0,3.0
399.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",79583.71471,24.98160475,NextGen,Computers,Advanced features,Highly rated,2.8,253.0,44.0
961.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",53727.4184,40.65,AlphaTech,Audio,High performance,Free shipping,4.4,447.0,18.0
595.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",25007.716,40.65,GearMax,Audio,High quality audio,1 year warranty,1.4,48.0,82.0
543.0,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",14377.72556,24.98160475,NextGen,Computers,Long battery life,Exclusive deal,3.3,799.0,80.0
